bg2020gj,bg2020ge,tr2012gj,tr2012ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G06000104069003,060014069003,G0600010406900,06001406900,1,1,1,1,1,1,1,1
G06000104070001,060014070001,G0600010407000,06001407000,1,1,1,1,1,1,1,1
G06000104070002,060014070002,G0600010407000,06001407000,1,1,1,1,1,1,1,1
G06000104070003,060014070003,G0600010407000,06001407000,1,1,1,1,1,1,1,1
G06000104070004,060014070004,G0600010407000,06001407000,1,1,1,1,1,1,1,1
G06000104070005,060014070005,G0600010407000,06001407000,1,1,1,1,1,1,1,1
G06000104071011,060014071011,G0600010407101,06001407101,1,1,1,1,1,1,1,1
G06000104071012,060014071012,G0600010407101,06001407101,1,1,1,1,1,1,1,1
G06000104071021,060014071021,G0600010407102,06001407102,1,1,1,1,1,1,1,1
G06000104071022,060014071022,G0600010407102,06001407102,1,1,1,1,1,1,1,1
G06000104071023,060014071023,G0600010407102,06001407102,1,1,1,1,1,1,1,1
G06000104071024,060014071024,G0600010407102,06001407102,1,1,1,1,1,1,1,1
G06000104072001,060014072001,G0600010407200,06001407200,1,1,1,1,1,1,1,1
G06000104072002,060014072002,G0600010407200,06001407200,1,1,1,1,1,1,1,1
G06000104072003,060014072003,G0600010407200,06001407200,1,1,1,1,1,1,1,1
G06000104072004,060014072004,G0600010407200,06001407200,1,1,1,1,1,1,1,1
G06000104073001,060014073001,G0600010407300,06001407300,1,1,1,1,1,1,1,1
G06000104073002,060014073002,G0600010407300,06001407300,1,1,1,1,1,1,1,1
G06000104074001,060014074001,G0600010407400,06001407400,1,1,1,1,1,1,1,1
G06000104074002,060014074002,G0600010407400,06001407400,1,1,1,1,1,1,1,1
G06000104074003,060014074003,G0600010407400,06001407400,1,1,1,1,1,1,1,1
G06000104075001,060014075001,G0600010407500,06001407500,1,1,1,1,1,1,1,1
G06000104075002,060014075002,G0600010407500,06001407500,1,1,1,1,1,1,1,1
G06000104075003,060014075003,G0600010407500,06001407500,1,1,1,1,1,1,1,1
G06000104076001,060014076001,G0600010407600,06001407600,1,1,1,1,1,1,1,1
G06000104076002,060014076002,G0600010407600,06001407600,1,1,1,1,1,1,1,1
G06000104076003,060014076003,G0600010407600,06001407600,1,1,1,1,1,1,1,1
G06000104076004,060014076004,G0600010407600,06001407600,1,1,1,1,1,1,1,1
G06000104076005,060014076005,G0600010407600,06001407600,1,1,1,1,1,1,1,1
G06000104077001,060014077001,G0600010407700,06001407700,0.9999530718,0.9999239858,0.999936735,0.9999202914,0.9999288955,0.9999300424,0.9998995979,1
G06000104077001,060014077001,G0600010407800,06001407800,0.0000469282,0.0000760142,0.000063265,0.0000797086,0.0000711045,0.0000699576,0.0001004021,0
G06000104077002,060014077002,G0600010407700,06001407700,1,1,1,1,1,1,1,1
G06000104077003,060014077003,G0600010407700,06001407700,1,1,1,1,1,1,1,1
G06000104077004,060014077004,G0600010407700,06001407700,1,1,1,1,1,1,1,1
G06000104078001,060014078001,G0600010407800,06001407800,1,1,1,1,1,1,1,1
G06000104078002,060014078002,G0600010407700,06001407700,0.0036686321,0.000354927,0.0003870579,0.0005973485,0.0005987154,0.0005663174,0.0005082336,0.0008245581
G06000104078002,060014078002,G0600010407800,06001407800,0.9963313679,0.999645073,0.9996129421,0.9994026515,0.9994012846,0.9994336826,0.9994917664,0.9991754419
G06000104079001,060014079001,G0600010407900,06001407900,1,1,1,1,1,1,1,1
G06000104079002,060014079002,G0600010407900,06001407900,1,1,1,1,1,1,1,1
G06000104079003,060014079003,G0600010407900,06001407900,1,1,1,1,1,1,1,1
G06000104080001,060014080001,G0600010408000,06001408000,1,1,1,1,1,1,1,1
G06000104080002,060014080002,G0600010408000,06001408000,0.9746765442,0.9997795759,0.9997661096,0.9997844923,0.9997681832,0.9997805139,0.9997188185,1
G06000104080002,060014080002,G0600010430102,06001430102,0.0253234558,0.0002204241,0.0002338904,0.0002155077,0.0002318168,0.0002194861,0.0002811815,0
G06000104081001,060014081001,G0600010408100,06001408100,0.9518703946,0.998980838,0.99890321,0.9988431012,0.9988001618,0.9988282222,0.9987728399,0.9991601274
G06000104081001,060014081001,G0600010430102,06001430102,0.0481296054,0.001019162,0.00109679,0.0011568988,0.0011998382,0.0011717778,0.0012271601,0.0008398726
G06000104081002,060014081002,G0600010408100,06001408100,1,1,1,1,1,1,1,1
G06000104081003,060014081003,G0600010408100,06001408100,0.9478421173,0.9982310679,0.9984786802,0.9995244378,0.9994808333,0.9987251421,0.9994575174,1
G06000104081003,060014081003,G0600010430102,06001430102,0.0521578827,0.0017689321,0.0015213198,0.0004755622,0.0005191667,0.0012748579,0.0005424826,0
G06000104081004,060014081004,G0600010408100,06001408100,1,1,1,1,1,1,1,1
G06000104081005,060014081005,G0600010408100,06001408100,1,1,1,1,1,1,1,1
G06000104082001,060014082001,G0600010408200,06001408200,1,1,1,1,1,1,1,1
G06000104082002,060014082002,G0600010408200,06001408200,1,1,1,1,1,1,1,1
G06000104082003,060014082003,G0600010408200,06001408200,1,1,1,1,1,1,1,1
G06000104083001,060014083001,G0600010407800,06001407800,0.0599294101,0,0,0,0,0,0,0
G06000104083001,060014083001,G0600010408300,06001408300,0.9400705899,1,1,1,1,1,1,1
G06000104083002,060014083002,G0600010408300,06001408300,1,1,1,1,1,1,1,1
G06000104083003,060014083003,G0600010408300,06001408300,1,1,1,1,1,1,1,1
G06000104083004,060014083004,G0600010408300,06001408300,1,1,1,1,1,1,1,1
G06000104083005,060014083005,G0600010408300,06001408300,1,1,1,1,1,1,1,1
G06000104084001,060014084001,G0600010408400,06001408400,1,1,1,1,1,1,1,1
G06000104084002,060014084002,G0600010408400,06001408400,1,1,1,1,1,1,1,1
G06000104084003,060014084003,G0600010408400,06001408400,1,1,1,1,1,1,1,1
G06000104085001,060014085001,G0600010408500,06001408500,1,1,1,1,1,1,1,1
G06000104085002,060014085002,G0600010408500,06001408500,1,1,1,1,1,1,1,1
G06000104085003,060014085003,G0600010408500,06001408500,1,1,1,1,1,1,1,1
G06000104085004,060014085004,G0600010408500,06001408500,1,1,1,1,1,1,1,1
G06000104085005,060014085005,G0600010408500,06001408500,1,1,1,1,1,1,1,1
G06000104086001,060014086001,G0600010408600,06001408600,1,1,1,1,1,1,1,1
G06000104086002,060014086002,G0600010408600,06001408600,1,1,1,1,1,1,1,1
G06000104086003,060014086003,G0600010408600,06001408600,1,1,1,1,1,1,1,1
G06000104086004,060014086004,G0600010408600,06001408600,1,1,1,1,1,1,1,1
G06000104087001,060014087001,G0600010408700,06001408700,1,1,1,1,1,1,1,1
G06000104087002,060014087002,G0600010408600,06001408600,0.011084622,0,0,0,0,0,0,0
G06000104087002,060014087002,G0600010408700,06001408700,0.988915378,1,1,1,1,1,1,1
G06000104087003,060014087003,G0600010408700,06001408700,1,1,1,1,1,1,1,1
G06000104087004,060014087004,G0600010408700,06001408700,1,1,1,1,1,1,1,1
G06000104087005,060014087005,G0600010408700,06001408700,1,1,1,1,1,1,1,1
G06000104087006,060014087006,G0600010408700,06001408700,1,1,1,1,1,1,1,1
G06000104088001,060014088001,G0600010408800,06001408800,1,1,1,1,1,1,1,1
G06000104088002,060014088002,G0600010408800,06001408800,1,1,1,1,1,1,1,1
G06000104088003,060014088003,G0600010408800,06001408800,1,1,1,1,1,1,1,1
G06000104088004,060014088004,G0600010408800,06001408800,1,1,1,1,1,1,1,1
G06000104089001,060014089001,G0600010408800,06001408800,0.0014480063,0,0,0,0,0,0,0
G06000104089001,060014089001,G0600010408900,06001408900,0.9985519937,1,1,1,1,1,1,1
G06000104089002,060014089002,G0600010408800,06001408800,0.0674227086,0.0137677834,0.013724267,0.002688172,0.0018832392,0.0017699115,0.0049751244,0
G06000104089002,060014089002,G0600010408900,06001408900,0.9325772914,0.9862322166,0.986275733,0.997311828,0.9981167608,0.9982300885,0.9950248756,1
G06000104090001,060014090001,G0600010409000,06001409000,1,1,1,1,1,1,1,1
G06000104090002,060014090002,G0600010409000,06001409000,0.9582497215,0.9582497215,0.9582497215,0.9582497215,0.9582497215,0.9582497215,0.9582497215,0.9582497215
G06000104090002,060014090002,G0600010428301,06001428301,0.0389698934,0.0389698934,0.0389698934,0.0389698934,0.0389698934,0.0389698934,0.0389698934,0.0389698934
G06000104090002,060014090002,G0600010432400,06001432400,0.0027803852,0.0027803852,0.0027803852,0.0027803852,0.0027803852,0.0027803852,0.0027803852,0.0027803852
G06000104090003,060014090003,G0600010409000,06001409000,0.9979834973,1,1,1,1,1,1,1
G06000104090003,060014090003,G0600010432400,06001432400,0.0020165027,0,0,0,0,0,0,0
G06000104091001,060014091001,G0600010409100,06001409100,1,1,1,1,1,1,1,1
G06000104091002,060014091002,G0600010409100,06001409100,1,1,1,1,1,1,1,1
G06000104092001,060014092001,G0600010409200,06001409200,0.9992399486,0.9989443458,0.9989221848,0.9989388196,0.9988953124,0.9989080728,0.998648369,0.9993028784
G06000104092001,060014092001,G0600010432502,06001432502,0.0007600514,0.0010556542,0.0010778152,0.0010611804,0.0011046876,0.0010919272,0.001351631,0.0006971216
G06000104092002,060014092002,G0600010409200,06001409200,1,1,1,1,1,1,1,1
G06000104093001,060014093001,G0600010409300,06001409300,1,1,1,1,1,1,1,1
G06000104093002,060014093002,G0600010409300,06001409300,1,1,1,1,1,1,1,1
G06000104093003,060014093003,G0600010409300,06001409300,1,1,1,1,1,1,1,1
G06000104093004,060014093004,G0600010409300,06001409300,1,1,1,1,1,1,1,1
G06000104094001,060014094001,G0600010409400,06001409400,1,1,1,1,1,1,1,1
G06000104094002,060014094002,G0600010409400,06001409400,1,1,1,1,1,1,1,1
G06000104094003,060014094003,G0600010409400,06001409400,1,1,1,1,1,1,1,1
G06000104095001,060014095001,G0600010409500,06001409500,1,1,1,1,1,1,1,1
G06000104095002,060014095002,G0600010409500,06001409500,1,1,1,1,1,1,1,1
G06000104095003,060014095003,G0600010409500,06001409500,1,1,1,1,1,1,1,1
G06000104096001,060014096001,G0600010409600,06001409600,1,1,1,1,1,1,1,1
G06000104096002,060014096002,G0600010409600,06001409600,1,1,1,1,1,1,1,1
G06000104096003,060014096003,G0600010409600,06001409600,1,1,1,1,1,1,1,1
G06000104096004,060014096004,G0600010409600,06001409600,1,1,1,1,1,1,1,1
G06000104096005,060014096005,G0600010409600,06001409600,1,1,1,1,1,1,1,1
G06000104097001,060014097001,G0600010409700,06001409700,1,1,1,1,1,1,1,1
G06000104097002,060014097002,G0600010409700,06001409700,1,1,1,1,1,1,1,1
G06000104097003,060014097003,G0600010409700,06001409700,1,1,1,1,1,1,1,1
G06000104097004,060014097004,G0600010409700,06001409700,1,1,1,1,1,1,1,1
G06000104098001,060014098001,G0600010409800,06001409800,1,1,1,1,1,1,1,1
G06000104098002,060014098002,G0600010409800,06001409800,1,1,1,1,1,1,1,1
G06000104098003,060014098003,G0600010409800,06001409800,1,1,1,1,1,1,1,1
G06000104099001,060014099001,G0600010409900,06001409900,1,1,1,1,1,1,1,1
G06000104099002,060014099002,G0600010409900,06001409900,1,1,1,1,1,1,1,1
G06000104099003,060014099003,G0600010409900,06001409900,1,1,1,1,1,1,1,1
G06000104099004,060014099004,G0600010409900,06001409900,0.9926518899,1,1,1,1,1,1,1
G06000104099004,060014099004,G0600010430102,06001430102,0.0073481101,0,0,0,0,0,0,0
G06000104100001,060014100001,G0600010410000,06001410000,0.9824712944,0.9989528089,0.9988627087,0.9988382994,0.998832396,0.9988633676,0.9985721469,1
G06000104100001,060014100001,G0600010430102,06001430102,0,0,0,0,0,0,0,0
G06000104100001,060014100001,G0600010430400,06001430400,0.0039125512,0,0,0,0,0,0,0
G06000104100001,060014100001,G0600010432100,06001432100,0.008870549,0,0,0,0,0,0,0
G06000104100001,060014100001,G0600010432800,06001432800,0.0047456054,0.0010471911,0.0011372913,0.0011617006,0.001167604,0.0011366324,0.0014278531,0
G06000104100002,060014100002,G0600010410000,06001410000,1,1,1,1,1,1,1,1
G06000104100003,060014100003,G0600010410000,06001410000,1,1,1,1,1,1,1,1
G06000104101001,060014101001,G0600010410100,06001410100,1,1,1,1,1,1,1,1
G06000104101002,060014101002,G0600010410000,06001410000,0.051124936,0,0,0,0,0,0,0
G06000104101002,060014101002,G0600010410100,06001410100,0.948875064,1,1,1,1,1,1,1
G06000104102001,060014102001,G0600010410200,06001410200,1,1,1,1,1,1,1,1
G06000104102002,060014102002,G0600010410200,06001410200,1,1,1,1,1,1,1,1
G06000104102003,060014102003,G0600010410200,06001410200,1,1,1,1,1,1,1,1
G06000104103001,060014103001,G0600010410300,06001410300,1,1,1,1,1,1,1,1
G06000104103002,060014103002,G0600010410300,06001410300,1,1,1,1,1,1,1,1
G06000104103003,060014103003,G0600010410300,06001410300,1,1,1,1,1,1,1,1
G06000104104001,060014104001,G0600010410400,06001410400,1,1,1,1,1,1,1,1
G06000104104002,060014104002,G0600010410400,06001410400,1,1,1,1,1,1,1,1
G06000104104003,060014104003,G0600010410400,06001410400,1,1,1,1,1,1,1,1
G06000104105001,060014105001,G0600010410500,06001410500,1,1,1,1,1,1,1,1
G06000104105002,060014105002,G0600010410500,06001410500,1,1,1,1,1,1,1,1
G06000104201001,060014201001,G0600010420100,06001420100,0.9859527568,1,1,1,1,1,1,1
G06000104201001,060014201001,G0600010420200,06001420200,0.0140472432,0,0,0,0,0,0,0
G06000104201002,060014201002,G0600010420100,06001420100,0.9078065149,0.9176667675,0.9193891201,0.9414809443,0.9396371337,0.9329259446,0.9321791734,1
G06000104201002,060014201002,G0600010421300,06001421300,0.0921934851,0.0823332325,0.0806108799,0.0585190557,0.0603628663,0.0670740554,0.0678208266,0
G06000104201003,060014201003,G0600010420100,06001420100,0.9770327588,0.9722881119,0.9714581272,0.9651212443,0.9743928123,0.9752289654,0.9683911277,0.9933455006
G06000104201003,060014201003,G0600010421300,06001421300,0.0229672412,0.0277118881,0.0285418728,0.0348787557,0.0256071877,0.0247710346,0.0316088723,0.0066544994
G06000104202001,060014202001,G0600010420200,06001420200,1,1,1,1,1,1,1,1
G06000104202002,060014202002,G0600010420200,06001420200,1,1,1,1,1,1,1,1
G06000104202003,060014202003,G0600010420200,06001420200,1,1,1,1,1,1,1,1
G06000104203011,060014203011,G0600010420300,06001420300,1,1,1,1,1,1,1,1
G06000104203021,060014203021,G0600010420300,06001420300,1,1,1,1,1,1,1,1
G06000104203022,060014203022,G0600010420300,06001420300,0.9999968698,1,1,1,1,1,1,1
G06000104203022,060014203022,G0600010420400,06001420400,0.0000031302,0,0,0,0,0,0,0
G06000104204011,060014204011,G0600010420400,06001420400,0.9539496424,1,1,1,1,1,1,1
G06000104204011,060014204011,G0600010422000,06001422000,0.0460503576,0,0,0,0,0,0,0
G06000104204012,060014204012,G0600010420400,06001420400,0.9755912693,0.7706422018,0.7413333333,0.6949152542,0.3859649123,0.4358974359,0,0.3956834532
G06000104204012,060014204012,G0600010422000,06001422000,0.0244087307,0.2293577982,0.2586666667,0.3050847458,0.6140350877,0.5641025641,1,0.6043165468
G06000104204021,060014204021,G0600010420300,06001420300,0.0014467756,0,0,0,0,0,0,0
G06000104204021,060014204021,G0600010420400,06001420400,0.9917116141,0.9258691889,0.9251561451,0.9877373289,0.989499281,0.9899592016,0.9403810697,0.989499281
G06000104204021,060014204021,G0600010422000,06001422000,0.0068416103,0.0741308111,0.0748438549,0.0122626711,0.010500719,0.0100407984,0.0596189303,0.010500719
G06000104204022,060014204022,G0600010420400,06001420400,1,1,1,1,1,1,1,1
G06000104205001,060014205001,G0600010420500,06001420500,0.9925609895,0.999368031,0.9993632805,0.9994079892,0.9994367507,0.999448307,0.9991444722,0.9996825644
G06000104205001,060014205001,G0600010420600,06001420600,0.0074390105,0.000631969,0.0006367195,0.0005920108,0.0005632493,0.000551693,0.0008555278,0.0003174356
G06000104205002,060014205002,G0600010420500,06001420500,0.9816868811,0.9891070455,0.9890598428,0.9885873979,0.9901746744,0.9887877278,0.984668745,0.9955850148
G06000104205002,060014205002,G0600010421900,06001421900,0.0183131189,0.0108929545,0.0109401572,0.0114126021,0.0098253256,0.0112122722,0.015331255,0.0044149852
G06000104206001,060014206001,G0600010420600,06001420600,0.9747625078,0.9727819918,0.9743710685,0.973660378,0.9752352532,0.9752891718,0.9724975897,0.9888442181
G06000104206001,060014206001,G0600010421300,06001421300,0.0186754851,0.01817626,0.0182657992,0.0185082085,0.0182070345,0.0178178105,0.020209132,0.008254579
G06000104206001,060014206001,G0600010421900,06001421900,0.0065620071,0.0090417482,0.0073631323,0.0078314135,0.0065577122,0.0068930177,0.0072932783,0.0029012028
G06000104206002,060014206002,G0600010420600,06001420600,0.9830734831,0.9795779361,0.9808177892,0.9820409125,0.9824399838,0.9820577832,0.9878592131,0.9677184553
G06000104206002,060014206002,G0600010421900,06001421900,0.0169265169,0.0204220639,0.0191822108,0.0179590875,0.0175600162,0.0179422168,0.0121407869,0.0322815447
G06000104206003,060014206003,G0600010420600,06001420600,0.9976625725,0.9987329063,0.9990641983,0.9989327593,0.9992153384,0.9991768059,0.9988312963,1
G06000104206003,060014206003,G0600010421900,06001421900,0.0023374275,0.0012670937,0.0009358017,0.0010672407,0.0007846616,0.0008231941,0.0011687037,0
G06000104211001,060014211001,G0600010421100,06001421100,1,1,1,1,1,1,1,1
G06000104211002,060014211002,G0600010421100,06001421100,1,1,1,1,1,1,1,1
G06000104212001,060014212001,G0600010421200,06001421200,1,1,1,1,1,1,1,1
G06000104212002,060014212002,G0600010421200,06001421200,1,1,1,1,1,1,1,1
G06000104212003,060014212003,G0600010421200,06001421200,1,1,1,1,1,1,1,1
G06000104212004,060014212004,G0600010421200,06001421200,1,1,1,1,1,1,1,1
G06000104213001,060014213001,G0600010421300,06001421300,1,1,1,1,1,1,1,1
G06000104213002,060014213002,G0600010421300,06001421300,1,1,1,1,1,1,1,1
G06000104213003,060014213003,G0600010420600,06001420600,0.0112028675,0.0027607877,0.0029088927,0.0037867787,0.0032253707,0.0031852542,0.0020324955,0.0060801148
G06000104213003,060014213003,G0600010421300,06001421300,0.9887971325,0.9972392123,0.9970911073,0.9962132213,0.9967746293,0.9968147458,0.9979675045,0.9939198852
G06000104213004,060014213004,G0600010421300,06001421300,1,1,1,1,1,1,1,1
G06000104214001,060014214001,G0600010421400,06001421400,1,1,1,1,1,1,1,1
G06000104214002,060014214002,G0600010421400,06001421400,1,1,1,1,1,1,1,1
G06000104215001,060014215001,G0600010421500,06001421500,1,1,1,1,1,1,1,1
G06000104215002,060014215002,G0600010421500,06001421500,1,1,1,1,1,1,1,1
G06000104215003,060014215003,G0600010421500,06001421500,1,1,1,1,1,1,1,1
G06000104216001,060014216001,G0600010421600,06001421600,0.9911909072,0.9999412654,0.9999397313,0.999929133,0.999932426,0.9999376956,0.9999678929,0.9997262372
G06000104216001,060014216001,G0600010422600,06001422600,0.0088090928,0.0000587346,0.0000602687,0.000070867,0.000067574,0.0000623044,0.0000321071,0.0002737628
G06000104216002,060014216002,G0600010421600,06001421600,0.990273687,0.9999210158,0.9999213774,0.9999244354,0.9999178351,0.9999219752,0.9999000972,1
G06000104216002,060014216002,G0600010422600,06001422600,0.009726313,0.0000789842,0.0000786226,0.0000755646,0.0000821649,0.0000780248,0.0000999028,0
G06000104216003,060014216003,G0600010421600,06001421600,1,1,1,1,1,1,1,1
G06000104216004,060014216004,G0600010421600,06001421600,1,1,1,1,1,1,1,1
G06000104217001,060014217001,G0600010421700,06001421700,1,1,1,1,1,1,1,1
G06000104217002,060014217002,G0600010421700,06001421700,1,1,1,1,1,1,1,1
G06000104217003,060014217003,G0600010421700,06001421700,1,1,1,1,1,1,1,1
G06000104218001,060014218001,G0600010421800,06001421800,1,1,1,1,1,1,1,1
G06000104218002,060014218002,G0600010421800,06001421800,1,1,1,1,1,1,1,1
G06000104219001,060014219001,G0600010420600,06001420600,0.0009118456,0.0001706158,0.0001801386,0.0002095887,0.0001939823,0.0002072664,0.000105984,0.0004294594
G06000104219001,060014219001,G0600010421900,06001421900,0.9990881544,0.9998293842,0.9998198614,0.9997904113,0.9998060177,0.9997927336,0.999894016,0.9995705406
